Decimal,Fraction,Pitch,Series,Class,FractionCallout,DecimalCallout,Allowance,MajorMax,MajorMin,MajorMinE,PitchMax,PitchMin,MinorMax,MinorMin
0.750,3/4,24,UNS,2B,3/4-24 UNS 2B,.750-24 UNS 2B,-,-,0.7500,-,0.7282,0.7229,0.7150,0.7050
0.750,3/4,27,UNS,2A,3/4-27 UNS 2A,.750-27 UNS 2A,0.0012,0.7488,0.7421,-,0.7247,0.7208,0.7047,-
0.750,3/4,27,UNS,2B,3/4-27 UNS 2B,.750-27 UNS 2B,-,-,0.7500,-,0.7310,0.7259,0.7190,0.7100
0.750,3/4,28,UN,2A,3/4-28 UN 2A,.750-28 UN 2A,0.0012,0.7488,0.7423,-,0.7256,0.7218,0.7062,-
0.750,3/4,28,UN,2B,3/4-28 UN 2B,.750-28 UN 2B,-,-,0.7500,-,0.7318,0.7268,0.7200,0.7110
0.750,3/4,28,UN,3A,3/4-28 UN 3A,.750-28 UN 3A,0,0.7500,0.7435,-,0.7268,0.7239,0.7074,-
0.750,3/4,28,UN,3B,3/4-28 UN 3B,.750-28 UN 3B,-,-,0.7500,-,0.7305,0.7268,0.7176,0.7110
0.750,3/4,32,UN,2A,3/4-32 UN 2A,.750-32 UN 2A,0.0011,0.7489,0.7429,-,0.7286,0.7250,0.7117,-
0.750,3/4,32,UN,2B,3/4-32 UN 2B,.750-32 UN 2B,-,-,0.7500,-,0.7344,0.7297,0.7240,0.7160
0.750,3/4,32,UN,3A,3/4-32 UN 3A,.750-32 UN 3A,0,0.7500,0.7440,-,0.7297,0.7270,0.7128,-
0.750,3/4,32,UN,3B,3/4-32 UN 3B,.750-32 UN 3B,-,-,0.7500,-,0.7333,0.7297,0.7219,0.7160
0.813,13/16,12,UN,2A,13/16-12 UN 2A,.813-12 UN 2A,0.0017,0.8108,0.7994,-,0.7567,0.7512,0.7116,-
0.813,13/16,12,UN,2B,13/16-12 UN 2B,.813-12 UN 2B,-,-,0.8125,-,0.7656,0.7584,0.7400,0.7220
0.813,13/16,12,UN,3A,13/16-12 UN 3A,.813-12 UN 3A,0,0.8125,0.8011,-,0.7584,0.7543,0.7133,-
0.813,13/16,12,UN,3B,13/16-12 UN 3B,.813-12 UN 3B,-,-,0.8125,-,0.7638,0.7584,0.7329,0.7220
0.813,13/16,16,UN,2A,13/16-16 UN 2A,.813-16 UN 2A,0.0015,0.8110,0.8016,-,0.7704,0.7655,0.7365,-
0.813,13/16,16,UN,2B,13/16-16 UN 2B,.813-16 UN 2B,-,-,0.8125,-,0.7782,0.7719,0.7590,0.7450
0.813,13/16,16,UN,3A,13/16-16 UN 3A,.813-16 UN 3A,0,0.8125,0.8031,-,0.7719,0.7683,0.7380,-
0.813,13/16,16,UN,3B,13/16-16 UN 3B,.813-16 UN 3B,-,-,0.8125,-,0.7766,0.7719,0.7533,0.7450
0.813,13/16,20,UNEF,2A,13/16-20 UNEF 2A,.813-20 UNEF 2A,0.0013,0.8112,0.8031,-,0.7787,0.7743,0.7517,-
0.813,13/16,20,UNEF,2B,13/16-20 UNEF 2B,.813-20 UNEF 2B,-,-,0.8125,-,0.7857,0.7800,0.7700,0.7580
0.813,13/16,20,UNEF,3A,13/16-20 UNEF 3A,.813-20 UNEF 3A,0,0.8125,0.8044,-,0.7800,0.7767,0.7530,-
0.813,13/16,20,UNEF,3B,13/16-20 UNEF 3B,.813-20 UNEF 3B,-,-,0.8125,-,0.7843,0.7800,0.7662,0.7580
0.813,13/16,28,UN,2A,13/16-28 UN 2A,.813-28 UN 2A,0.0012,0.8113,0.8048,-,0.7881,0.7843,0.7687,-
0.813,13/16,28,UN,2B,13/16-28 UN 2B,.813-28 UN 2B,-,-,0.8125,-,0.7943,0.7893,0.7820,0.7740
0.813,13/16,28,UN,3A,13/16-28 UN 3A,.813-28 UN 3A,0,0.8125,0.8060,-,0.7893,0.7864,0.7699,-
0.813,13/16,28,UN,3B,13/16-28 UN 3B,.813-28 UN 3B,-,-,0.8125,-,0.7930,0.7893,0.7801,0.7740
0.813,13/16,32,UN,2A,13/16-32 UN 2A,.813-32 UN 2A,0.0011,0.8114,0.8054,-,0.7911,0.7875,0.7742,-
0.813,13/16,32,UN,2B,13/16-32 UN 2B,.813-32 UN 2B,-,-,0.8125,-,0.7969,0.7922,0.7860,0.7790
0.813,13/16,32,UN,3A,13/16-32 UN 3A,.813-32 UN 3A,0,0.8125,0.8065,-,0.7922,0.7895,0.7753,-
0.813,13/16,32,UN,3B,13/16-32 UN 3B,.813-32 UN 3B,-,-,0.8125,-,0.7958,0.7922,0.7844,0.7790
0.875,7/8,9,UNC,1A,7/8-9 UNC 1A,.875-9 UNC 1A,0.0019,0.8731,0.8523,-,0.8009,0.7914,0.7408,-
0.875,7/8,9,UNC,1B,7/8-9 UNC 1B,.875-9 UNC 1B,-,-,0.8750,-,0.8151,0.8028,0.7780,0.7550
0.875,7/8,9,UNC,2A,7/8-9 UNC 2A,.875-9 UNC 2A,0.0019,0.8731,0.8592,0.8523,0.8009,0.7946,0.7408,-
0.875,7/8,9,UNC,2B,7/8-9 UNC 2B,.875-9 UNC 2B,-,-,0.8750,-,0.8110,0.8028,0.7780,0.7550
0.875,7/8,9,UNC,3A,7/8-9 UNC 3A,.875-9 UNC 3A,0,0.8750,0.8611,-,0.8028,0.7981,0.7427,-
0.875,7/8,9,UNC,3B,7/8-9 UNC 3B,.875-9 UNC 3B,-,-,0.8750,-,0.8089,0.8028,0.7681,0.7550
0.875,7/8,10,UNS,2A,7/8-10 UNS 2A,.875-10 UNS 2A,0.0018,0.8732,0.8603,-,0.8082,0.8022,0.7542,-
0.875,7/8,10,UNS,2B,7/8-10 UNS 2B,.875-10 UNS 2B,-,-,0.8750,-,0.8178,0.8100,0.7880,0.7670
0.875,7/8,12,UN,2A,7/8-12 UN 2A,.875-12 UN 2A,0.0017,0.8733,0.8619,-,0.8192,0.8137,0.7741,-
0.875,7/8,12,UN,2B,7/8-12 UN 2B,.875-12 UN 2B,-,-,0.8750,-,0.8281,0.8209,0.8030,0.7850
0.875,7/8,12,UN,3A,7/8-12 UN 3A,.875-12 UN 3A,0,0.8750,0.8636,-,0.8209,0.8168,0.7758,-
0.875,7/8,12,UN,3B,7/8-12 UN 3B,.875-12 UN 3B,-,-,0.8750,-,0.8263,0.8209,0.7948,0.7850
0.875,7/8,14,UNF,1A,7/8-14 UNF 1A,.875-14 UNF 1A,0.0016,0.8734,0.8579,-,0.8270,0.8189,0.7884,-
0.875,7/8,14,UNF,1B,7/8-14 UNF 1B,.875-14 UNF 1B,-,-,0.8750,-,0.8392,0.8286,0.8140,0.7980
0.875,7/8,14,UNF,2A,7/8-14 UNF 2A,.875-14 UNF 2A,0.0016,0.8734,0.8631,-,0.8270,0.8216,0.7884,-
0.875,7/8,14,UNF,2B,7/8-14 UNF 2B,.875-14 UNF 2B,-,-,0.8750,-,0.8356,0.8286,0.8140,0.7980
0.875,7/8,14,UNF,3A,7/8-14 UNF 3A,.875-14 UNF 3A,0,0.8750,0.8647,-,0.8286,0.8245,0.7900,-
0.875,7/8,14,UNF,3B,7/8-14 UNF 3B,.875-14 UNF 3B,-,-,0.8750,-,0.8339,0.8286,0.8068,0.7980
0.875,7/8,16,UN,2A,7/8-16 UN 2A,.875-16 UN 2A,0.0015,0.8735,0.8641,-,0.8329,0.8280,0.7900,-
0.875,7/8,16,UN,2B,7/8-16 UN 2B,.875-16 UN 2B,-,-,0.8750,-,0.8407,0.8344,0.8210,0.8070
0.875,7/8,16,UN,3A,7/8-16 UN 3A,.875-16 UN 3A,0,0.8750,0.8656,-,0.8344,0.8308,0.8005,-
0.875,7/8,16,UN,3B,7/8-16 UN 3B,.875-16 UN 3B,-,-,0.8750,-,0.8391,0.8344,0.8158,0.8070
0.875,7/8,18,UNS,2A,7/8-18 UNS 2A,.875-18 UNS 2A,0.0014,0.8736,0.8649,-,0.8375,0.8329,0.8075,-
0.875,7/8,18,UNS,2B,7/8-18 UNS 2B,.875-18 UNS 2B,-,-,0.8750,-,0.8449,0.8389,0.8280,0.8150
0.875,7/8,20,UNEF,2A,7/8-20 UNEF 2A,.875-20 UNEF 2A,0.0013,0.8737,0.8656,-,0.8412,0.8368,0.8142,-
0.875,7/8,20,UNEF,2B,7/8-20 UNEF 2B,.875-20 UNEF 2B,-,-,0.8750,-,0.8482,0.8425,0.8320,0.8210
0.875,7/8,20,UNEF,3A,7/8-20 UNEF 3A,.875-20 UNEF 3A,0,0.8750,0.8669,-,0.8425,0.8392,0.8155,-
0.875,7/8,20,UNEF,3B,7/8-20 UNEF 3B,.875-20 UNEF 3B,-,-,0.8750,-,0.8468,0.8425,0.8287,0.8210
0.875,7/8,24,UNS,2A,7/8-24 UNS 2A,.875-24 UNS 2A,0.0012,0.8738,0.8666,-,0.8467,0.8426,0.8242,-
0.875,7/8,24,UNS,2B,7/8-24 UNS 2B,.875-24 UNS 2B,-,-,0.8750,-,0.8532,0.8479,0.8400,0.8300
0.875,7/8,27,UNS,2A,7/8-27 UNS 2A,.875-27 UNS 2A,0.0012,0.8738,0.8671,-,0.8497,0.8458,0.8297,-
0.875,7/8,27,UNS,2B,7/8-27 UNS 2B,.875-27 UNS 2B,-,-,0.8750,-,0.8560,0.8509,0.8440,0.8350
0.875,7/8,28,UN,2A,7/8-28 UN 2A,.875-28 UN 2A,0.0012,0.8738,0.8673,-,0.8506,0.8468,0.8312,-
0.875,7/8,28,UN,2B,7/8-28 UN 2B,.875-28 UN 2B,-,-,0.8750,-,0.8568,0.8518,0.8450,0.8360
0.875,7/8,28,UN,3A,7/8-28 UN 3A,.875-28 UN 3A,0,0.8750,0.8685,-,0.8518,0.8489,0.8324,-
0.875,7/8,28,UN,3B,7/8-28 UN 3B,.875-28 UN 3B,-,-,0.8750,-,0.8555,0.8518,0.8426,0.8360
0.875,7/8,32,UN,2A,7/8-32 UN 2A,.875-32 UN 2A,0.0011,0.8739,0.8679,-,0.8536,0.8500,0.8367,-
0.875,7/8,32,UN,2B,7/8-32 UN 2B,.875-32 UN 2B,-,-,0.8750,-,0.8594,0.8547,0.8490,0.8410
0.875,7/8,32,UN,3A,7/8-32 UN 3A,.875-32 UN 3A,0,0.8750,0.8690,-,0.8547,0.8520,0.8378,-
0.875,7/8,32,UN,3B,7/8-32 UN 3B,.875-32 UN 3B,-,-,0.8750,-,0.8583,0.8547,0.8469,0.8410
0.938,15/16,12,UN,2A,15/16-12 UN 2A,.938-12 UN 2A,0.0017,0.9358,0.9244,-,0.8817,0.8760,0.8366,-
0.938,15/16,12,UN,2B,15/16-12 UN 2B,.938-12 UN 2B,-,-,0.9375,-,0.8908,0.8834,0.8650,0.8470
0.938,15/16,12,UN,3A,15/16-12 UN 3A,.938-12 UN 3A,0,0.9375,0.9261,-,0.8834,0.8793,0.8383,-
0.938,15/16,12,UN,3B,15/16-12 UN 3B,.938-12 UN 3B,-,-,0.9375,-,0.8889,0.8834,0.8575,0.8470
0.938,15/16,16,UN,2A,15/16-16 UN 2A,.938-16 UN 2A,0.0015,0.9360,0.9266,-,0.8954,0.8904,0.8615,-
0.938,15/16,16,UN,2B,15/16-16 UN 2B,.938-16 UN 2B,-,-,0.9375,-,0.9034,0.8969,0.8840,0.8700
0.938,15/16,16,UN,3A,15/16-16 UN 3A,.938-16 UN 3A,0,0.9375,0.9281,-,0.8969,0.8932,0.8630,-
0.938,15/16,16,UN,3B,15/16-16 UN 3B,.938-16 UN 3B,-,-,0.9375,-,0.9018,0.8969,0.8783,0.8700
0.938,15/16,20,UNEF,2A,15/16-20 UNEF 2A,.938-20 UNEF 2A,0.0014,0.9361,0.9280,-,0.9036,0.8991,0.8766,-
0.938,15/16,20,UNEF,2B,15/16-20 UNEF 2B,.938-20 UNEF 2B,-,-,0.9375,-,0.9109,0.9050,0.8950,0.8830
0.938,15/16,20,UNEF,3A,15/16-20 UNEF 3A,.938-20 UNEF 3A,0,0.9375,0.9294,-,0.9050,0.9016,0.8780,-
0.938,15/16,20,UNEF,3B,15/16-20 UNEF 3B,.938-20 UNEF 3B,-,-,0.9375,-,0.9094,0.9050,0.8912,0.8830
0.938,15/16,28,UN,2A,15/16-28 UN 2A,.938-28 UN 2A,0.0012,0.9363,0.9298,-,0.9131,0.9091,0.8937,-
0.938,15/16,28,UN,2B,15/16-28 UN 2B,.938-28 UN 2B,-,-,0.9375,-,0.9195,0.9143,0.9070,0.8990
0.938,15/16,28,UN,3A,15/16-28 UN 3A,.938-28 UN 3A,0,0.9375,0.9310,-,0.9143,0.9113,0.8949,-
0.938,15/16,28,UN,3B,15/16-28 UN 3B,.938-28 UN 3B,-,-,0.9375,-,0.9182,0.9143,0.9051,0.8990
0.938,15/16,32,UN,2A,15/16-32 UN 2A,.938-32 UN 2A,0.0011,0.9364,0.9304,-,0.9161,0.9123,0.8992,-
0.938,15/16,32,UN,2B,15/16-32 UN 2B,.938-32 UN 2B,-,-,0.9375,-,0.9221,0.9172,0.9110,0.9040
0.938,15/16,32,UN,3A,15/16-32 UN 3A,.938-32 UN 3A,0,0.9375,0.9315,-,0.9172,0.9144,0.9003,-
0.938,15/16,32,UN,3B,15/16-32 UN 3B,.938-32 UN 3B,-,-,0.9375,-,0.9209,0.9172,0.9094,0.9040
1.000,1,8,UNC,1A,1-8 UNC 1A,1.000-8 UNC 1A,0.002,0.9980,0.9755,-,0.9168,0.9067,0.8492,-
1.000,1,8,UNC,1B,1-8 UNC 1B,1.000-8 UNC 1B,-,-,1.0000,-,0.9320,0.9188,0.8900,0.8650
1.000,1,8,UNC,2A,1-8 UNC 2A,1.000-8 UNC 2A,0.002,0.9980,0.9830,0.9755,0.9168,0.9100,0.8492,-
1.000,1,8,UNC,2B,1-8 UNC 2B,1.000-8 UNC 2B,-,-,1.0000,-,0.9276,0.9188,0.8900,0.8650
1.000,1,8,UNC,3A,1-8 UNC 3A,1.000-8 UNC 3A,0,1.0000,0.9850,-,0.9188,0.9137,0.8512,-
1.000,1,8,UNC,3B,1-8 UNC 3B,1.000-8 UNC 3B,-,-,1.0000,-,0.9254,0.9188,0.8797,0.8650
1.000,1,10,UNS,2A,1-10 UNS 2A,1.000-10 UNS 2A,0.0018,0.9982,0.9853,-,0.9332,0.9270,0.8792,-
1.000,1,10,UNS,2B,1-10 UNS 2B,1.000-10 UNS 2B,-,-,1.0000,-,0.9430,0.9350,0.9130,0.8920
1.000,1,12,UNF,1A,1-12 UNF 1A,1.000-12 UNF 1A,0.0018,0.9982,0.9810,-,0.9441,0.9353,0.8990,-
1.000,1,12,UNF,1B,1-12 UNF 1B,1.000-12 UNF 1B,-,-,1.0000,-,0.9573,0.9459,0.9280,0.9100
1.000,1,12,UNF,2A,1-12 UNF 2A,1.000-12 UNF 2A,0.0018,0.9982,0.9868,-,0.9441,0.9382,0.8990,-
1.000,1,12,UNF,2B,1-12 UNF 2B,1.000-12 UNF 2B,-,-,1.0000,-,0.9535,0.9459,0.9280,0.9100
1.000,1,12,UNF,3A,1-12 UNF 3A,1.000-12 UNF 3A,0,1.0000,0.9886,-,0.9459,0.9415,0.9008,-
1.000,1,12,UNF,3B,1-12 UNF 3B,1.000-12 UNF 3B,-,-,1.0000,-,0.9516,0.9459,0.9198,0.9100
1.000,1,14,UNS,1A,1-14 UNS 1A,1.000-14 UNS 1A,0.0017,0.9983,0.9828,-,0.9519,0.9435,0.9132,-
1.000,1,14,UNS,1B,1-14 UNS 1B,1.000-14 UNS 1B,-,-,1.0000,-,0.9645,0.9536,0.9380,0.9230
1.000,1,14,UNS,2A,1-14 UNS 2A,1.000-14 UNS 2A,0.0017,0.9983,0.9880,-,0.9519,0.9463,0.9132,-
1.000,1,14,UNS,2B,1-14 UNS 2B,1.000-14 UNS 2B,-,-,1.0000,-,0.9609,0.9536,0.9380,0.9230
1.000,1,14,UNS,3A,1-14 UNS 3A,1.000-14 UNS 3A,0,1.0000,0.9897,-,0.9536,0.9494,0.9149,-
1.000,1,14,UNS,3B,1-14 UNS 3B,1.000-14 UNS 3B,-,-,1.0000,-,0.9590,0.9536,0.9315,0.9230
1.000,1,16,UN,2A,1-16 UN 2A,1.000-16 UN 2A,0.0015,0.9985,0.9891,-,0.9579,0.9529,0.9240,-
1.000,1,16,UN,2B,1-16 UN 2B,1.000-16 UN 2B,-,-,1.0000,-,0.9659,0.9594,0.9460,0.9320
1.000,1,16,UN,3A,1-16 UN 3A,1.000-16 UN 3A,0,1.0000,0.9906,-,0.9594,0.9557,0.9255,-
1.000,1,16,UN,3B,1-16 UN 3B,1.000-16 UN 3B,-,-,1.0000,-,0.9643,0.9594,0.9408,0.9320
1.000,1,18,UNS,2A,1-18 UNS 2A,1.000-18 UNS 2A,0.0014,0.9986,0.9899,-,0.9625,0.9578,0.9325,-
1.000,1,18,UNS,2B,1-18 UNS 2B,1.000-18 UNS 2B,-,-,1.0000,-,0.9701,0.9639,0.9530,0.9400
1.000,1,20,UNEF,2A,1-20 UNEF 2A,1.000-20 UNEF 2A,0.0014,0.9986,0.9905,-,0.9661,0.9616,0.9391,-
1.000,1,20,UNEF,2B,1-20 UNEF 2B,1.000-20 UNEF 2B,-,-,1.0000,-,0.9734,0.9675,0.9570,0.9460
1.000,1,20,UNEF,3A,1-20 UNEF 3A,1.000-20 UNEF 3A,0,1.0000,0.9919,-,0.9675,0.9641,0.9405,-
1.000,1,20,UNEF,3B,1-20 UNEF 3B,1.000-20 UNEF 3B,-,-,1.0000,-,0.9719,0.9675,0.9537,0.9460
1.000,1,24,UNS,2A,1-24 UNS 2A,1.000-24 UNS 2A,0.0013,0.9987,0.9915,-,0.9716,0.9674,0.9491,-
1.000,1,24,UNS,2B,1-24 UNS 2B,1.000-24 UNS 2B,-,-,1.0000,-,0.9784,0.9729,0.9650,0.9550
1.000,1,27,UNS,2A,1-27 UNS 2A,1.000-27 UNS 2A,0.0012,0.9988,0.9921,-,0.9747,0.9707,0.9547,-
1.000,1,27,UNS,2B,1-27 UNS 2B,1.000-27 UNS 2B,-,-,1.0000,-,0.9811,0.9759,0.9690,0.9600
1.000,1,28,UN,2A,1-28 UN 2A,1.000-28 UN 2A,0.0012,0.9988,0.9923,-,0.9756,0.9716,0.9562,-
1.000,1,28,UN,2B,1-28 UN 2B,1.000-28 UN 2B,-,-,1.0000,-,0.9820,0.9768,0.9700,0.9610
1.000,1,28,UN,3A,1-28 UN 3A,1.000-28 UN 3A,0,1.0000,0.9935,-,0.9768,0.9738,0.9574,-
1.000,1,28,UN,3B,1-28 UN 3B,1.000-28 UN 3B,-,-,1.0000,-,0.9807,0.9768,0.9676,0.9610
1.000,1,32,UN,2A,1-32 UN 2A,1.000-32 UN 2A,0.0011,0.9989,0.9929,-,0.9786,0.9748,0.9617,-
1.000,1,32,UN,2B,1-32 UN 2B,1.000-32 UN 2B,-,-,1.0000,-,0.9846,0.9797,0.9740,0.9660
1.000,1,32,UN,3A,1-32 UN 3A,1.000-32 UN 3A,0,1.0000,0.9940,-,0.9797,0.9769,0.9628,-
1.000,1,32,UN,3B,1-32 UN 3B,1.000-32 UN 3B,-,-,1.0000,-,0.9834,0.9797,0.9719,0.9660
1.063,1 1/16,8,UN,2A,1 1/16-8 UN 2A,1.063-8 UN 2A,0.002,1.0605,1.0455,-,0.9793,0.9725,0.9117,-
1.063,1 1/16,8,UN,2B,1 1/16-8 UN 2B,1.063-8 UN 2B,-,-,1.0625,-,0.9902,0.9813,0.9520,0.9270
1.063,1 1/16,8,UN,3A,1 1/16-8 UN 3A,1.063-8 UN 3A,0,1.0625,1.0475,-,0.9813,0.9762,0.9137,-
1.063,1 1/16,8,UN,3B,1 1/16-8 UN 3B,1.063-8 UN 3B,-,-,1.0625,-,0.9880,0.9813,0.9422,0.9270
1.063,1 1/16,12,UN,2A,1 1/16-12 UN 2A,1.063-12 UN 2A,0.0017,1.0608,1.0494,-,1.0067,1.0010,0.9616,-
1.063,1 1/16,12,UN,2B,1 1/16-12 UN 2B,1.063-12 UN 2B,-,-,1.0625,-,1.0158,1.0084,0.9900,0.9720
1.063,1 1/16,12,UN,3A,1 1/16-12 UN 3A,1.063-12 UN 3A,0,1.0625,1.0511,-,1.0084,1.0042,0.9633,-
1.063,1 1/16,12,UN,3B,1 1/16-12 UN 3B,1.063-12 UN 3B,-,-,1.0625,-,1.0139,1.0084,0.9823,0.9720
1.063,1 1/16,16,UN,2A,1 1/16-16 UN 2A,1.063-16 UN 2A,0.0015,1.0610,1.0516,-,1.0204,1.0154,0.9865,-
1.063,1 1/16,16,UN,2B,1 1/16-16 UN 2B,1.063-16 UN 2B,-,-,1.0625,-,1.0284,1.0219,1.0090,0.9950
1.063,1 1/16,16,UN,3A,1 1/16-16 UN 3A,1.063-16 UN 3A,0,1.0625,1.0531,-,1.0219,1.0182,0.9880,-
1.063,1 1/16,16,UN,3B,1 1/16-16 UN 3B,1.063-16 UN 3B,-,-,1.0625,-,1.0268,1.0219,1.0033,0.9950
1.063,1 1/16,18,UNEF,2A,1 1/16-18 UNEF 2A,1.063-18 UNEF 2A,0.0014,1.0611,1.0524,-,1.0250,1.0203,0.9950,-
1.063,1 1/16,18,UNEF,2B,1 1/16-18 UNEF 2B,1.063-18 UNEF 2B,-,-,1.0625,-,1.0326,1.0264,1.0150,1.0020
1.063,1 1/16,18,UNEF,3A,1 1/16-18 UNEF 3A,1.063-18 UNEF 3A,0,1.0625,1.0538,-,1.0264,1.0228,0.9964,-
1.063,1 1/16,18,UNEF,3B,1 1/16-18 UNEF 3B,1.063-18 UNEF 3B,-,-,1.0625,-,1.0310,1.0264,1.0105,1.0020
1.063,1 1/16,20,UN,2A,1 1/16-20 UN 2A,1.063-20 UN 2A,0.0014,1.0611,1.0530,-,1.0286,1.0241,1.0016,-
1.063,1 1/16,20,UN,2B,1 1/16-20 UN 2B,1.063-20 UN 2B,-,-,1.0625,-,1.0359,1.0300,1.0200,1.0080
1.063,1 1/16,20,UN,3A,1 1/16-20 UN 3A,1.063-20 UN 3A,0,1.0625,1.0544,-,1.0300,1.0266,1.0030,-
1.063,1 1/16,20,UN,3B,1 1/16-20 UN 3B,1.063-20 UN 3B,-,-,1.0625,-,1.0344,1.0300,1.0162,1.0080
1.063,1 1/16,28,UN,2A,1 1/16-28 UN 2A,1.063-28 UN 2A,0.0012,1.0613,1.0548,-,1.0381,1.0341,1.0187,-
1.063,1 1/16,28,UN,2B,1 1/16-28 UN 2B,1.063-28 UN 2B,-,-,1.0625,-,1.0445,1.0393,1.0320,1.0240
1.063,1 1/16,28,UN,3A,1 1/16-28 UN 3A,1.063-28 UN 3A,0,1.0625,1.0560,-,1.0393,1.0363,1.0199,-
1.063,1 1/16,28,UN,3B,1 1/16-28 UN 3B,1.063-28 UN 3B,-,-,1.0625,-,1.0432,1.0393,1.0301,1.0240
1.125,1 1/8,7,UNC,1A,1 1/8-7 UNC 1A,1.125-7 UNC 1A,0.0022,1.1228,1.0982,-,1.0300,1.0191,0.9527,-
1.125,1 1/8,7,UNC,1B,1 1/8-7 UNC 1B,1.125-7 UNC 1B,-,-,1.1250,-,1.0463,1.0322,0.9980,0.9700
1.125,1 1/8,7,UNC,2A,1 1/8-7 UNC 2A,1.125-7 UNC 2A,0.0022,1.1228,1.1064,1.0982,1.0300,1.0228,0.9527,-
1.125,1 1/8,7,UNC,2B,1 1/8-7 UNC 2B,1.125-7 UNC 2B,-,-,1.1250,-,1.0416,1.0322,0.9980,0.9700
1.125,1 1/8,7,UNC,3A,1 1/8-7 UNC 3A,1.125-7 UNC 3A,0,1.1250,1.1086,-,1.0322,1.0268,0.9549,-
1.125,1 1/8,7,UNC,3B,1 1/8-7 UNC 3B,1.125-7 UNC 3B,-,-,1.1250,-,1.0393,1.0322,0.9875,0.9700
1.125,1 1/8,8,UN,2A,1 1/8-8 UN 2A,1.125-8 UN 2A,0.0021,1.1229,1.1079,1.1004,1.0417,1.0348,0.9741,-
1.125,1 1/8,8,UN,2B,1 1/8-8 UN 2B,1.125-8 UN 2B,-,-,1.1250,-,1.0528,1.0438,1.0150,0.9900
1.125,1 1/8,8,UN,3A,1 1/8-8 UN 3A,1.125-8 UN 3A,0,1.1250,1.1100,-,1.0438,1.0386,0.9762,-
1.125,1 1/8,8,UN,3B,1 1/8-8 UN 3B,1.125-8 UN 3B,-,-,1.1250,-,1.0505,1.0438,1.0047,0.9900
1.125,1 1/8,10,UNS,2A,1 1/8-10 UNS 2A,1.125-10 UNS 2A,0.0018,1.1232,1.1103,-,1.0582,1.0520,1.0042,-
1.125,1 1/8,10,UNS,2B,1 1/8-10 UNS 2B,1.125-10 UNS 2B,-,-,1.1250,-,1.0680,1.0600,1.0380,1.0170
1.125,1 1/8,12,UNF,1A,1 1/8-12 UNF 1A,1.125-12 UNF 1A,0.0018,1.1232,1.1060,-,1.0691,1.0601,1.0240,-
1.125,1 1/8,12,UNF,1B,1 1/8-12 UNF 1B,1.125-12 UNF 1B,-,-,1.1250,-,1.0826,1.0709,1.0530,1.0350
1.125,1 1/8,12,UNF,2A,1 1/8-12 UNF 2A,1.125-12 UNF 2A,0.0018,1.1232,1.1118,-,1.0691,1.0631,1.0240,-
1.125,1 1/8,12,UNF,2B,1 1/8-12 UNF 2B,1.125-12 UNF 2B,-,-,1.1250,-,1.0787,1.0709,1.0530,1.0350
1.125,1 1/8,12,UNF,3A,1 1/8-12 UNF 3A,1.125-12 UNF 3A,0,1.1250,1.1136,-,1.0709,1.0664,1.0258,-
1.125,1 1/8,12,UNF,3B,1 1/8-12 UNF 3B,1.125-12 UNF 3B,-,-,1.1250,-,1.0768,1.0709,1.0448,1.0350
1.125,1 1/8,14,UNS,2A,1 1/8-14 UNS 2A,1.125-14 UNS 2A,0.0016,1.1234,1.1131,-,1.0770,1.0717,1.0384,-
1.125,1 1/8,14,UNS,2B,1 1/8-14 UNS 2B,1.125-14 UNS 2B,-,-,1.1250,-,1.0855,1.0786,1.0640,1.0480
1.125,1 1/8,16,UN,2A,1 1/8-16 UN 2A,1.125-16 UN 2A,0.0015,1.1235,1.1141,-,1.0829,1.0779,1.0490,-
1.125,1 1/8,16,UN,2B,1 1/8-16 UN 2B,1.125-16 UN 2B,-,-,1.1250,-,1.0909,1.0844,1.0710,1.0570
1.125,1 1/8,16,UN,3A,1 1/8-16 UN 3A,1.125-16 UN 3A,0,1.1250,1.1156,-,1.0844,1.0807,1.0505,-
1.125,1 1/8,16,UN,3B,1 1/8-16 UN 3B,1.125-16 UN 3B,-,-,1.1250,-,1.0893,1.0844,1.0658,1.0570
1.125,1 1/8,18,UNEF,2A,1 1/8-18 UNEF 2A,1.125-18 UNEF 2A,0.0014,1.1236,1.1149,-,1.0875,1.0828,1.0575,-
1.125,1 1/8,18,UNEF,2B,1 1/8-18 UNEF 2B,1.125-18 UNEF 2B,-,-,1.1250,-,1.0951,1.0889,1.0780,1.0650
1.125,1 1/8,18,UNEF,3A,1 1/8-18 UNEF 3A,1.125-18 UNEF 3A,0,1.1250,1.1163,-,1.0889,1.0853,1.0589,-
1.125,1 1/8,18,UNEF,3B,1 1/8-18 UNEF 3B,1.125-18 UNEF 3B,-,-,1.1250,-,1.0935,1.0889,1.0730,1.0650
1.125,1 1/8,20,UN,2A,1 1/8-20 UN 2A,1.125-20 UN 2A,0.0014,1.1236,1.1155,-,1.0911,1.0866,1.0641,-
1.125,1 1/8,20,UN,2B,1 1/8-20 UN 2B,1.125-20 UN 2B,-,-,1.1250,-,1.0984,1.0925,1.0820,1.0710
1.125,1 1/8,20,UN,3A,1 1/8-20 UN 3A,1.125-20 UN 3A,0,1.1250,1.1169,-,1.0925,1.0891,1.0655,-
1.125,1 1/8,20,UN,3B,1 1/8-20 UN 3B,1.125-20 UN 3B,-,-,1.1250,-,1.0969,1.0925,1.0787,1.0710
